countrycode, input_adm_area_1, input_adm_area_2, input_adm_area_3, adm_area_1, adm_area_2, adm_area_3, gid
HRV,Međimurje,,,Međimurje,,,HRV.10_1
HRV,Osijek-Baranja,,,Osijek-Baranja,,,HRV.11_1
HRV,Požega-Slavonia,,,Požega-Slavonia,,,HRV.12_1
HRV,Primorje-Gorski Kotar,,,Primorje-Gorski Kotar,,,HRV.13_1
HRV,Sisak-Moslavina,,,Sisak-Moslavina,,,HRV.15_1
HRV,Split-Dalmatia,,,Split-Dalmatia,,,HRV.16_1
HRV,Varaždin,,,Varaždin,,,HRV.17_1
HRV,Virovitica-Podravina,,,Virovitica-Podravina,,,HRV.18_1
HRV,Vukovar-Srijem,,,Vukovar-Srijem,,,HRV.19_1
HRV,Zadar,,,Zadar,,,HRV.20_1
HRV,Zagreb,,,Zagreb,,,HRV.21_1
HRV,Šibenik-Knin,,,Šibenik-Knin,,,HRV.14_1
# IDN
IDN,Bangka Belitung Islands,,,Bangka Belitung Islands,,,IDN.3_1
IDN,Central Java,,,Central Java,,,IDN.10_1
IDN,Central Kalimantan,,,Central Kalimantan,,,IDN.14_1
IDN,Central Sulawesi,,,Central Sulawesi,,,IDN.27_1
IDN,East Java,,,East Java,,,IDN.11_1
IDN,East Kalimantan,,,East Kalimantan,,,IDN.15.1_1:IDN.15.2_1:IDN.15.3_1:IDN.15.5_1:IDN.15.6_1:IDN.15.7_1:IDN.15.10_1:IDN.15.11_1:IDN.15.12_1
IDN,East Nusa Tenggara,,,East Nusa Tenggara,,,IDN.21_1
IDN,Jakarta,,,Jakarta,,,IDN.7_1
IDN,North Kalimantan,,,North Kalimantan,,,IDN.15.4_1:IDN.15.8_1:IDN.15.9_1:IDN.15.13_1:IDN.15.14_1
IDN,North Maluku,,,North Maluku,,,IDN.18_1
IDN,North Sulawesi,,,North Sulawesi,,,IDN.29_1
IDN,North Sumatra,,,North Sumatra,,,IDN.32_1
IDN,Riau Islands,,,Riau Islands,,,IDN.24_1
IDN,South East Sulawesi,,,South East Sulawesi,,,IDN.28_1
IDN,South Kalimantan,,,South Kalimantan,,,IDN.13_1
IDN,South Sulawesi,,,South Sulawesi,,,IDN.26_1
IDN,South Sumatra,,,South Sumatra,,,IDN.31_1
IDN,Special  of Yogyakarta,,,Special  of Yogyakarta,,,IDN.33_1
IDN,West Java,,,West Java,,,IDN.9_1
IDN,West Kalimantan,,,West Kalimantan,,,IDN.12_1
IDN,West Nusa Tenggara,,,West Nusa Tenggara,,,IDN.20_1
IDN,West Papua,,,West Papua,,,IDN.22_1
IDN,West Sulawesi,,,West Sulawesi,,,IDN.25_1
IDN,West Sumatra,,,West Sumatra,,,IDN.30_1
IND,Andaman and Nicobar Islands,,,Andaman and Nicobar Islands,,,IND.1_1
IND,Delhi,,,Delhi,,,IND.25_1
# ISR
ISR,Center,,,Center,,,ISR.4_1
ISR,North,,,North,,,ISR.5_1
ISR,South,,,South,,,ISR.2_1
# KWT
KWT,Al Asimah Governate,,,Al Asimah Governate,,,KWT.4_1
KWT,Al Jahra,,,Al Jahra,,,KWT.3_1
# LTU
LTU,Alytus,,,Alytus,,,LTU.1_1
LTU,Kaunas,,,Kaunas,,,LTU.2_1
LTU,Klaipėda,,,Klaipėda,,,LTU.3_1
LTU,Marijampolė,,,Marijampolė,,,LTU.4_1
LTU,Panevėžys,,,Panevėžys,,,LTU.5_1
LTU,Tauragė,,,Tauragė,,,LTU.7_1
LTU,Utena,,,Utena,,,LTU.9_1
LTU,Vilnius,,,Vilnius,,,LTU.10_1
# LVA
LVA,Aizkraukle Municipality,,,Aizkraukle Municipality,,,None
LVA,Aloja Municipality,,,Aloja Municipality,,,None
LVA,Alūksne Municipality,,,Alūksne Municipality,,,None
LVA,Babīte Municipality,,,Babīte Municipality,,,None
LVA,Baldone Municipality,,,Baldone Municipality,,,None
LVA,Balvi Municipality,,,Balvi Municipality,,,None
LVA,Bauska Municipality,,,Bauska Municipality,,,None
LVA,Burtnieki Municipality,,,Burtnieki Municipality,,,None
LVA,Carnikava Municipality,,,Carnikava Municipality,,,None
LVA,City of Liepāja,,,City of Liepāja,,,None
LVA,Cēsis Municipality,,,Cēsis Municipality,,,None
LVA,Daugavpils,,,Daugavpils,,,None
LVA,Daugavpils Municipality,,,Daugavpils Municipality,,,None
LVA,Dobele Municipality,,,Dobele Municipality,,,None
LVA,Engure Municipality,,,Engure Municipality,,,None
LVA,Garkalne Municipality,,,Garkalne Municipality,,,None
LVA,Grobiņa Municipality,,,Grobiņa Municipality,,None
LVA,Gulbene Municipality,,,Gulbene Municipality,,,None
LVA,Iecava Municipality,,,Iecava Municipality,,,None
LVA,Ikšķile Municipality,,,Ikšķile Municipality,,,None
LVA,Inčukalns Municipality,,,Inčukalns Municipality,,,None
LVA,Jelgava,,,Jelgava,,,None
LVA,Jelgava Municipality,,,Jelgava Municipality,,,None
LVA,Jēkabpils,,,Jēkabpils,,,None
LVA,Jēkabpils Municipality,,,Jēkabpils Municipality,,,None
LVA,Jūrmala,,,Jūrmala,,,None
LVA,Kocēni Municipality,,,Kocēni Municipality,,,None
LVA,Krimulda Municipality,,,Krimulda Municipality,,,None
LVA,Krāslava Municipality,,,Krāslava Municipality,,,None
LVA,Kuldīga Municipality,,,Kuldīga Municipality,,,None
LVA,Lielvārde Municipality,,,Lielvārde Municipality,,,None
LVA,Limbaži Municipality,,,Limbaži Municipality,,,None
LVA,Madona Municipality,,,Madona Municipality,,,None
LVA,Mārupe Municipality,,,Mārupe Municipality,,,None
LVA,Ogre Municipality,,,Ogre Municipality,,,None
LVA,Olaine Municipality,,,Olaine Municipality,,,None
LVA,Ozolnieki Municipality,,,Ozolnieki Municipality,,,None
LVA,Preiļi Municipality,,,Preiļi Municipality,,,None
LVA,Priekuļi Municipality,,,Priekuļi Municipality,,,None
LVA,Ropaži Municipality,,,Ropaži Municipality,,,None
LVA,Rēzekne,,,Rēzekne,,,None
LVA,Rēzekne Municipality,,,Rēzekne Municipality,,,None
LVA,Salacgrīva Municipality,,,Salacgrīva Municipality,,,None
LVA,Salaspils Municipality,,,Salaspils Municipality,,,None
LVA,Saldus Municipality,,,Saldus Municipality,,,None
LVA,Saulkrasti Municipality,,,Saulkrasti Municipality,,,None
LVA,Sigulda Municipality,,,Sigulda Municipality,,,None
LVA,Smiltene Municipality,,,Smiltene Municipality,,,None
LVA,Stopiņi Municipality,,,Stopiņi Municipality,,,None
LVA,Talsi Municipality,,,Talsi Municipality,,,None
LVA,Tukums Municipality,,,Tukums Municipality,,,None
LVA,Valmiera,,,Valmiera,,,None
LVA,Ventspils,,,Ventspils,,,None
LVA,Ventspils Municipality,,,Ventspils Municipality,,,None
LVA,Ādaži Municipality,,,Ādaži Municipality,,,None
LVA,Ķegums Municipality,,,Ķegums Municipality,,,None
LVA,Ķekava Municipality,,,Ķekava Municipality,,,None
# MEX
MEX,Mexico,,,Mexico,,,MEX.15_1
MEX,Mexico City,,,Mexico City,,,MEX.9_1
MEX,Nuevo Leon,,,Nuevo Leon,,,MEX.19_1
MEX,San Luis Potosi,,,San Luis Potosi,,,MEX.24_1
MEX,Yucatan,,,Yucatan,,,MEX.31_1
# MUS
MUS,Rivière Noire,,,Rivière Noire,,,MUS.2_1
MUS,Rodrigues,,,Rodrigues,,,MUS.10_1
# NGA
NGA,Nasarawa,,,Nasarawa,,,NGA.26_1
NGA,Ogun State,,,Ogun State,,,NGA.28_1
# NDL
NLD,North Brabant,,,North Brabant,,,NLD.8_1
NLD,North Holland,,,North Holland,,,NLD.9_1
NLD,South Holland,,,South Holland,,,NLD.14_1
# NOR
NOR,Agder,,,Agder,,,NOR.3_1:NOR.18_1
NOR,Innlandet,,,Innlandet,,,NOR.6_1:NOR.11_1
NOR,Troms og Finnmark,,,Troms og Finnmark,,,NOR.5_1:NOR.17_1
NOR,Trøndelag,,,Trøndelag,,,NOR.9_1:NOR.15_1
NOR,Vestfold og Telemark,,,Vestfold og Telemark,,,NOR.19_1:NOR.16_1
NOR,Vestland,,,Vestland,,,NOR.7_1:NOR.14_1
NOR,Viken,,,Viken,,,NOR.1_1:NOR.2_1:NOR.4_1
# PER
PER,Apurimac,,,Apurimac,,,PER.3_1
PER,Huanuco,,,Huanuco,,,PER.10_1
PER,Junin,,,Junin,,,PER.12_1
PER,Metropolitan Municipality of Lima,,,Metropolitan Municipality of Lima,,,PER.15_1
PER,San Martin,,,San Martin,,,PER.23_1
# PRT
PRT,Lisbon,,,Lisbon,,,PRT.12_1
PRT,Setubal,,,Setubal,,,PRT.17_1
# SAU
SAU,Al Jowf,,,Al Jowf,,,SAU.4_1
SAU,Al Qassim,,,Al Qassim,,,SAU.6_1
SAU,Aseer,,,Aseer,,,SAU.1_1
SAU,Eastern,,,Eastern,,,SAU.8_1
SAU,Jazan,,,Jazan,,,SAU.10_1
SAU,Northern Borders,,,Northern Borders,,,SAU.3_1
SAU,Riyadh,,,Riyadh,,,SAU.7_1
# SVK
SVK,Banská Bystrica,,,Banská Bystrica,,,SVK.1_1
SVK,Bratislava,,,Bratislava,,,SVK.2_1
SVK,Košice,,,Košice,,,SVK.3_1
SVK,Nitra,,,Nitra,,,SVK.4_1
SVK,Prešov,,,Prešov,,,SVK.5.7_1
SVK,Trenčín,,,Trenčín,,,SVK.6.9_1
SVK,Trnava,,,Trnava,,,SVK.7_1
SVK,Žilina,,,Žilina,,,SVK.8_1
SVN,Administrative unit Maribor,,,Administrative unit Maribor,,,SVN.8.15_1
SVN,Ajdovščina,,,Ajdovščina,,,SVN.2.1_1
SVN,Brežice,,,Brežice,,,SVN.11.1_1
SVN,Celje,,,Celje,,,SVN.10.3_1
SVN,Cerknica,,,Cerknica,,,SVN.5.2_1
SVN,Domžale,,,Domžale,,,SVN.7.6_1
SVN,Dravograd,,,Dravograd,,,SVN.4.2_1
SVN,Gornja Radgona,,,Gornja Radgona,,,SVN.9.5_1
SVN,Grosuplje,,,Grosuplje,,,SVN.7.7_1
SVN,Idrija,,,Idrija,,,SVN.2.5_1
SVN,Ilirska Bistrica,,,Ilirska Bistrica,,,SVN.5.3_1
SVN,Izola,,,Izola,,,SVN.6.3_1
SVN,Jesenice,,,Jesenice,,,SVN.1.5_1
SVN,Kamnik,,,Kamnik,,,SVN.7.11_1
SVN,Koper,,,Koper,,,SVN.6.5_1
SVN,Kočevje,,,Kočevje,,,SVN.3.3_1
SVN,Kranj,,,Kranj,,,SVN.1.7_1
SVN,Krško,,,Krško,,,SVN.11.2_1
SVN,Laško,,,Laško,,,SVN.10.8_1
SVN,Lenart,,,Lenart,,,SVN.8.12_1
SVN,Lendava,,,Lendava,,,SVN.9.12_1
SVN,Litija,,,Litija,,,SVN.7.13_1
SVN,Ljubljana,,,Ljubljana,,,SVN.7.14_1
SVN,Ljutomer,,,Ljutomer,,,SVN.9.13_1
SVN,Logatec,,,Logatec,,,SVN.7.15_1
SVN,Metlika,,,Metlika,,,SVN.3.6_1
SVN,Mozirje,,,Mozirje,,,SVN.10.11_1
SVN,Municipality of Hrastnik,,,Municipality of Hrastnik,,,SVN.12.1_1
SVN,Murska Sobota,,,Murska Sobota,,,SVN.9.15_1
SVN,Nova Gorica,,,Nova Gorica,,,SVN.2.9_1
SVN,Novo Mesto,,,Novo Mesto,,,SVN.3.8_1
SVN,Ormož,,,Ormož,,,SVN.8.19_1
SVN,Pesnica,,,Pesnica,,,SVN.8.20_1
SVN,Piran,,,Piran,,,SVN.6.6_1
SVN,Postojna,,,Postojna,,,SVN.5.6_1
SVN,Ptuj,,,Ptuj,,,SVN.8.22_1
SVN,Radlje ob Dravi,,,Radlje ob Dravi,,,SVN.4.8_1
SVN,Radovljica,,,Radovljica,,,SVN.1.11_1
SVN,Ravne na Koroškem,,,Ravne na Koroškem,,,SVN.4.9_1
SVN,Ribnica,,,Ribnica,,,SVN.3.10_1
SVN,Ruše,,,Ruše,,,SVN.8.24_1
SVN,Sevnica,,,Sevnica,,,SVN.11.3_1
SVN,Sežana,,,Sežana,,,SVN.6.7_1
SVN,Slovenj Gradec,,,Slovenj Gradec,,,SVN.4.11_1
SVN,Slovenska Bistrica,,,Slovenska Bistrica,,,SVN.8.27_1
SVN,Slovenske Konjice,,,Slovenske Konjice,,,SVN.10.20_1
SVN,Tolmin,,,Tolmin,,,SVN.2.11_1
SVN,Trbovlje,,,Trbovlje,,,SVN.12.2_1
SVN,Trebnje,,,Trebnje,,,SVN.3.15_1
SVN,Tržič,,,Tržič,,,SVN.1.14_1
SVN,Velenje,,,Velenje,,,SVN.10.27_1
SVN,Vrhnika,,,Vrhnika,,,SVN.7.24_1
SVN,Zagorje ob Savi,,,Zagorje ob Savi,,,SVN.12.3_1
SVN,Črnomelj,,,Črnomelj,,,SVN.3.1_1
SVN,Šentjur,,,Šentjur,,,SVN.10.19_1
SVN,Škofja Loka,,,Škofja Loka,,,SVN.1.13_1
SVN,Šmarje pri Jelšah,,,Šmarje pri Jelšah,,,SVN.10.21_1
SVN,Žalec,,,Žalec,,,SVN.10.31_1
URY,Artigas Department,,,Artigas Department,,,URY.1_1
URY,Canelones Department,,,Canelones Department,,,URY.2_1
URY,Cerro Largo Department,,,Cerro Largo Department,,,URY.3_1
URY,Colonia Department,,,Colonia Department,,,URY.4_1
URY,Durazno Department,,,Durazno Department,,,URY.5_1
URY,Flores Department,,,Flores Department,,,URY.6_1
URY,Florida Department,,,Florida Department,,,URY.7_1
URY,Lavalleja Department,,,Lavalleja Department,,,URY.8_1
URY,Maldonado Department,,,Maldonado Department,,,URY.9_1
URY,Montevideo Department,,,Montevideo Department,,,URY.10_1
URY,Paysandú Department,,,Paysandú Department,,,URY.11_1
URY,Rivera Department,,,Rivera Department,,,URY.13_1
URY,Rocha Department,,,Rocha Department,,,URY.14_1
URY,Río Negro Department,,,Río Negro Department,,,URY.12_1
URY,Salto Department,,,Salto Department,,,URY.15_1
URY,San José Department,,,San José Department,,,URY.16_1
URY,Soriano Department,,,Soriano Department,,,URY.17_1
URY,Tacuarembó Department,,,Tacuarembó Department,,,URY.18_1
URY,Treinta y Tres Department,,,Treinta y Tres Department,,,URY.19_1
# USA
USA,Missouri,Ste. Genevieve,,Missouri,Sainte Genevieve,,USA.26.96_1
USA,New Mexico,Doña Ana,,New Mexico,Dona Ana,,USA.32.8_1
USA,Alaska,Kenai Peninsula Borough,,Alaska,Kenai Peninsula,,USA.2.11_1